Address,Zip,Phone,zip_final
1600 SW ARCHER RD RM,326103003,3522650535,32610
3901 RAINBOW BLVD,661600001,NA,66160
3901 RAINBOW BLVD,661600001,9135886210,66160
4000 CAMBRIDGE ST,661600001,9135881227,66160
50 ROUTE 25A,117871348,NA,11787
1700 MEDICAL CTR PKWY,371292245,6153964685,37129
1800 MEDICAL CTR PKWY,371293182,6153966800,37129
300 20TH AVE N,372032131,6152841400,37203
525 E 68TH ST,100654870,2127465162,10065
777 BANNOCK ST,802044507,3034366000,80204
1001 POTRERO AVE,941103518,4154764082,94110
39000 BOB HOPE DR,922703221,NA,92270
1150 N INDIAN CANYON DR,922624872,7603236511,92262
3470 MAYLAND CT,232331468,8045274538,23233
1250 E MARSHALL ST,232985051,NA,23298
1200 E BROAD ST MCV,232985058,8048288737,23298
1200 E BROAD ST,232985058,8048288737,23298
2035 WATERSIDE RD,238751265,8049576287,23875
10685 CARNEGIE AVE,441950001,2164443475,44195
9500 EUCLID AVE,441950001,NA,44195
5350 SPRING HILL DR,346064562,3526888116,34606
14690 SPRING HILL DR,346098102,3527994206,34609
311 N MIDLAND AVE,109601638,8453585006,10960
100 MEDICAL PLAZA,900950001,NA,90095
100 MEDICAL PLZ,900950001,3108257922,90095
22 S GREENE ST,212011544,4103288040,21201
39000 BOB HOPE DR,922703221,7606743647,92270
765 STATE ROUTE 10,78691925,9739890068,78691
8 SADDLE RD,79271902,9739935950,79271
100 WOODS RD,105951530,NA,10595
1514 JEFFERSON HWY,701212429,5048423000,70121
795 EL CAMINO REAL,943012302,4156001020,94301
625 AFRICA RD,430829808,NA,43082
4885 OLENTANGY RIVER RD,432141952,6143265665,43214
407 E 70TH ST 4TH FLOOR,100215352,2127444883,10021
350 ENGLE ST,76311808,NA,76311
24 ELM ST,76401902,2017840123,76401
350 ENGLE ST,76311808,NA,76311
24 ELM ST,76401902,2017840123,76401
12605 E 16TH AVE,800452545,7208480000,80045
13123 E 16TH AVE,800457106,7207771234,80045
1057 PAUL MAILLARD RD,700704349,9857856242,70070
11455 N MERIDIAN ST,460321680,3175828180,46032
721 W 13TH ST,475461856,8129667388,47546
800 W 9TH ST,475462514,8129962345,47546
200 S WALNUT ST,472742312,8125222349,47274
411 W TIPTON ST,472742363,8125222349,47274
25250 KELLY RD,480664473,5867774668,48066
3601 W 13 MILE RD BCC,480736712,2485513300,48073
28050 GRAND RIVER AVE,483365919,2484718620,48336
28080 GRAND RIVER AVE,483365966,NA,48336
105 RAIDER BLVD,88441528,9082810221,88441
11211 PROSPERITY FARMS RD,334103471,5616262914,33410
3360 BURNS RD,334104323,5616221411,33410
1210 S OLD DIXIE HWY,334587205,5617472234,33458
4500 SAN PABLO RD S,322241865,9049532000,32224
2200 NORTHERN BLVD,115481219,5167677771,11548
18220 STATE HWY 249,770704347,NA,77070
1125 CYPRESS STATION DR,770903055,NA,77090
10001 S EASTERN AVE,890523908,7025013601,89052
1940 EL CAJON BLVD,921041005,NA,92104
890 W FARIS RD,296054291,8644559033,29605
4725 N FEDERAL HWY 501,333084603,9543517770,33308
4725 N FEDERAL HWY 201,333084603,9545655807,33308
4725 N FEDERAL HWY 302,333084603,9543515931,33308
1309 S FEDERAL HWY,333162040,9544634383,33316
5601 N DIXIE HWY 107,333344144,9544939752,33334
105 RAIDER BLVD,88441528,9082810221,88441
579 A CRANBURY RD,88165405,7326130711,88165
415 N CTR ST,286015036,NA,28601
915 TATE BLVD SE,286024042,NA,28602
127 WOODSIDE AVE,105101461,9147622276,10510
3241 MAIN ST,66144850,2033834466,66144
7804 W COLLEGE DR,604631025,NA,60463
7804 W COLLEGE DR,604631025,7083615778,60463
850 KEMPSVILLE RD,235023920,7572615910,23502
145 W 4TH ST,385012476,9317832902,38501
1 MEDICAL CTR BLVD,385014294,9317835857,38501
1500 21ST ST,958115216,9164433299,95811
2315 STOCKTON BLVD,958172201,NA,95817
4860 Y ST,958172307,8002823284,95817
2240 STATE ROUTE 33 A-IM,77536104,7328973990,77536
111 E 210TH ST,104672401,7189204321,10467
500 N KOBAYASHI RD,775984722,2817248336,77598
26520 CACTUS AVE,925553927,9514864000,92555
4100 HEALTHWAY DR,605047905,6308513105,60504
1221 N HIGHLAND AVE,605061404,6308596800,60506
2285 SEQUOIA DR,605066209,6308596800,60506
2500 W FABYAN PKWY,605101572,6308792110,60510
80 TEMPLETON DR,605437000,6305543456,60543
222 W 39TH AVE,944034364,6505732222,94403
622 W 168TH ST,100323720,2123059460,10032
3500 W WHEATLAND RD,752373460,2149477777,75237
701 PARK AVE,554151623,6128733000,55415
525 PORTLAND AVE S MC,554151569,NA,55415
512 N PROFESSIONAL WAY,467552927,NA,46755
11104 PARKVIEW CIRCLE DR,468451672,NA,46845
11109 PARKVIEW PLAZA DR,468451701,NA,46845
11115 PARKVIEW PLAZA DR,468451701,2603734000,46845
263 FARMINGTON AVE,60300001,8606797503,60300
125 16TH AVE E,981125211,2063263000,98112
1365 CLIFTON RD NE,303221013,4047787525,30322
3200 KEARNEY ST,945382299,5104901222,94538
350 HAWTHORNE AVE,946093108,5108696500,94609
350 HAWTHORNE AVE,946093108,5108696883,94609
1701 DIVISADERO ST,941153011,4154761000,94115
600 HIGHLAND AVE,537920001,6082636400,53792
420 LOWELL SEDR,358013762,2562657955,35801
7373 W LANE,952103377,2094762000,95210
4601 DALE RD,953569718,2097355000,95356
1 RICHLAND MEDICAL PARK DR,292036833,8035455350,29203
1301 W 38TH ST,787051013,5124590301,78705
130 DIVISION ST,64181326,NA,64181
5200 ALEXIS RD,435602504,4192512061,43560
2213 CHERRY ST,436082603,NA,43608
2222 CHERRY ST,436082669,4192514790,43608
2222 CHERRY ST,436082675,NA,43608
3404 W SYLVANIA AVE,436234467,4194072663,43623
3404 W SYLVANIA AVE,436234467,4194071182,43623
3609 PARK E DR,441224661,2163600456,44122
1200 112TH AVE NE,980043740,4259993580,98004
1035 116 AVE NE,980044604,4256885072,98004
1135 116TH AVE NE,980044633,4254558248,98004
107 TIMBERLINE DR,74705558,NA,74705
120 NEW YORK AVE,117432743,5314239809,11743
MANATI MED CTR ALEJANDRO OTERO LOPEZ,674,7876213700,674
UNIVERSITY HOSPITAL ADULTS,936,7877540101,936
SUITE CENTRO COMERCIAL REPARTO MET,921,7877587910,921
50 N MEDICAL DR,841320100,8015853229,84132
360 WASHINGTON AVE,124013702,8453387140,12401
EMILE 42ND ST,681983280,4025599800,68198
593 EDDY ST,29034923,4014443985,29034
8601 W DODGE RD,681143497,4023915050,68114
10060 REGENCY CIRCLE,681143727,4023541570,68114
8303 DODGE ST,681144108,4023548163,68114
933 E PIERCE ST,515034626,7123966000,51503
2801 W KINNICKINNIC RIVER PKWY,532153669,4143858600,53215
2900 W OKLAHOMA AVE,532154330,NA,53215
43 S CREEKMIST PL,773853745,NA,77385
17198 ST LUKES WAY,773848016,9363216787,77384
16601 N 40TH ST,850323355,6023687280,85032
31500 TELEGRAPH RD,480254315,2485520620,48025
22301 FOSTER WINTER DR 200,480753707,2485520620,48075
47601 GRAND RIVER AVE,483741233,2483442000,48374
600 E PALMETTO ST,295062851,8436679414,29506
20 PROSPECT AVE,76011962,2014874088,76011
1250 PEACH ST M,934012877,8055400689,93401
55 LAKE AVE N,16550002,5083341000,16550
6565 S YALE AVE,741368309,9184949486,74136
2211 LOMAS BLVD NE,871062745,5052722111,87106
4710 JEFFERSON NE,871092156,5057804040,87109
649 HARKLE RD,875054765,5059898200,87505
751 S BASCOM AVE,951282604,4088855000,95128
14244 AVENIDA MUNOZ,925082403,9516393800,92508
80 JESSE HILL JR SEDR,303033031,4046165800,30303
751 S BASCOM AVE,951282604,4088855000,95128
751 S BASCOM AVE,951282604,4088855000,95128
1515 N FLAGLER DR,334013429,5618326770,33401
3635 VISTA AVE,631102539,3149776100,63110
3655 VISTA AVE,631102539,3149776100,63110
800 WASHINGTON ST,20623487,7817694000,20623
12605 E 16TH AVE,800452545,7208480000,80045
13123 E 16TH AVE,800457106,7207771234,80045
1120 15TH ST,309120004,7067246100,30912
4605 MACCORKLE AVE SW,253091311,NA,25309
945 BETHESDA DR,437011880,7404545962,43701
1001 POTRERO AVE,941103518,4152068189,94110
1212 57TH ST,531404069,4142251568,53140
820 N PLANKINTON AVE,532031802,4142251568,53203
1125 COLLEGE AVE,761044514,8178109810,76104
115 BIRCH CANOE DR,773751484,NA,77375
1701 S BLVD E,483076124,2482891509,48307
3303 W 144TH AVE,800239464,3034259245,80023
3885 UPHAM ST,800334824,3034259245,80033
12902 USF MAGNOLIA DR,336129416,NA,33612
7300 N FRESNO ST,937202941,5594484500,93720
7373 W LANE,952103377,2094762000,95210
37 5 PARADA,919,7874470826,919
20 YORK ST,65103220,2037854638,65103
12605 E 16TH AVE,800452545,7208480000,80045
13123 E 16TH AVE,800457106,7207771234,80045
2701 SUNRISE HWY,117522642,6316382375,11752
2125 RIDGEWOOD DR,486425863,NA,48642
300 E WARWICK DR,488011014,9894631101,48801
300 E WARWICK DR,488011014,9894630104,48801
330 E WARWICK DR,488011014,9896298140,48801
602 BEECH ST,486171467,9898025020,48617
3007 N SAGINAW RD,486404555,9896331400,48640
2790 GODWIN BLVD,234348038,7579344580,23434
2800 GODWIN BLVD,234348038,NA,23434
2025 GLENN MITCHELL DR,234560178,7575074123,23456
2075 GLENN MITCHELL DR,234560178,7575078850,23456
836 GLENROCK RD,235023702,7572522900,23502
830 KEMPSVILLE RD,235023920,7572618860,23502
850 KEMPSVILLE RD,235023920,NA,23502
600 GRESHAM DR,235071904,NA,23507
355 BARD AVE,103101664,NA,10310
100 TER HEUN DR,25402503,5087711800,25402
34 PARK ST,26015204,5088625650,26015
800 WASHINGTON ST,21111552,6176365000,21111
8607 EASTHAVEN COURT,346555217,7276696800,34655
1840 MEASE DR,346956605,7276696800,34695
20 MEDICAL VILLAGE DR,410175414,8593441512,41017
6701 FANNIN ST,770302608,8328241000,77030
CARRETERA 128 KM,6980068,7878561000,69800
10685 CARNEGIE AVE,441950001,2164443475,44195
3330 N 2 ST,850122369,6022747195,85012
14 TECHNOLOGY DR,117333469,6.32E+12,11733
3181 SW SAM JACKSON PARK RD,972393011,5034948311,97239
900 W CLAIREMONT AVE,547016122,7157174121,54701
725 S LUDLOW ST,454022610,9372082004,45402
11104 PARKVIEW CIRCLE DR,468451672,2062665400,46845
700 2ND ST NE,200028100,2023463000,20002
2525 COURT DR,280542140,7048342000,28054
2544 COURT DR,280543450,NA,28054
2544 COURT DR H,280543450,7048549990,28054
6400 GOLDSBORO RD,208175802,3013203361,20817
3800 RESERVOIR RD NW,200072113,2024443700,20007
10 MOUNTAIN BLVD,70592639,NA,70592
685 PALM SPRINGS DR,327017853,4078305577,32701
1321 COLBY AVE,982011665,4252612000,98201
1330 ROCKEFELLER AVE,982011676,NA,98201
1330 ROCKEFELLER AVE,982011677,NA,98201
1303 E HERNDON AVE,937203309,5594503000,93720
7202 N MILLBROOK AVE,937203341,5594460409,93720
1303 E HERNDON AVE,937203309,NA,93720
13400 E SHEA BLVD,852595404,4803018000,85259
1 BARNES JEWISH HOSPITAL PLZ,631101003,3143627578,63110
660 S EUCLID CAMPUS BOX,631101010,3122730500,63110
314 SEAVIEW AVE,103052246,7186683417,10305
1370 MONTREAL RD,300848128,6789901383,30084
619 19TH ST S,352331999,2059346405,35233
601 ELMWOOD AVE,146030001,5852755871,14603
1493 CAMBRIDGE ST,21391099,6176651000,21391
202 N DIVISION ST,980014939,NA,98001
222 STATE AVE N,980304544,2533727788,98030
17700 SE 272ND ST,980424951,NA,98042
22 S GREENE ST,212011544,4103288040,21201
1561 ROUTE 38 6,80482939,6092672100,80482
3335 S CRATER RD,238059214,NA,23805
40 MEDICAL PARK BLVD A,238059289,8045047900,23805
40 MEDICAL PARK BLVD B,238059289,8045206730,23805
40 MEDICAL PARK BLVD D,238059289,8045202626,23805
727 N MAIN ST,238471274,4343484400,23847
13313 N MERIDIAN AVE D,731208316,4052549690,73120
3800 RESERVOIR RD NW,200072113,2024443700,20007
1500 PLEASANT VALLEY WAY,70522956,NA,70522
234 GOODMAN ST,452192364,5135841000,45219
222 PIEDMONT AVE,452194231,5134757855,45219
100 FODEN RD,41062327,2078741489,41062
1200 BINZ ST,770046937,7135248700,77004
200 MEDICAL PARK DR,280250935,7044031766,28025
664 SOUTHLAND MALL,945452150,5102661700,94545
1411 E 31ST ST,946021018,5104374800,94602
1447 CEDARWOOD LN,945666140,9254631318,94566
725 ALBANY ST,21182526,6174144290,21182
1959 NE PACIFIC ST,981950001,2065984333,98195
1425 S OSPREY AVE,342392900,9413669060,34239
171 ASHLEY AVE,294258908,8437921414,29425
222 S WOODS MILL RD,630173653,3142056600,63017
725 ALBANY ST,21182526,6174144290,21182
75 PRINGLE WAY,895021472,77532903333,89502
151 W HIGH ST,604501407,8157051000,60450
1901 1ST AVE,100297404,2124236262,10029
3601 4TH ST,794309436,8067432475,79430
1400 N IH 35,787011926,NA,78701
1400 N IH 35 LL,787011926,5123247300,78701
601 E 15TH ST,787011930,5123247000,78701
601 E 15TH ST 4 FLOOR W,787011930,5123247131,78701
313 E 12TH ST,787011955,5123249650,78701
1500 RED RIVER ST,787011918,5123247000,78701
3621 MARTIN LUTHER KING JR BLVD,902623512,3106050128,90262
1010 NUT TREE RD,956874181,7076247979,95687
HOSPITAL AUXILIO MUTUO,9180000,7874671212,91800
1370 MONTREAL RD,300848128,6789901383,30084
820 PRUDENTIAL DR,322078207,9043964886,32207
MEDICAL CTR BLVD,271570001,3367162734,27157
200 HAWKINS DR,522421009,3193561616,52242
2500 N STATE ST,392164500,6019846441,39216
3000 32ND AVE S,581036132,7013648000,58103
12420 WARWICK BLVD,236063001,7575967115,23606
CALLE HERNANDEZ CARRION,674,7876213700,674
831 LA FLORESTA CARR,956,7873679096,956
3289 WOODBURN RD,220036897,7035607900,22003
46531 HARRY BYRD HWY,201643555,7038345800,20164
2390 W CONGRESS ST,705064205,3372616000,70506
1401 N FOSTER DR,708061818,2259879000,70806
5000 HENNESSY BLVD,708084375,2257656565,70808
5000 HENNESSY BLVD,708084375,2257654050,70808
5247 DIDESSE DR,708089153,2252152193,70808
1325 PENNSYLVANIA AVE,761042175,8178879389,76104
7690 DISCOVERY DR,450696557,5134757425,45069
234 GOODMAN ST,452192364,5135841000,45219
200 HAWKINS DR,522421009,NA,52242
2051 HAMILL RD,373434026,4234957240,37343
2525 DESALES AVE,374041161,NA,37404
725 GLENWOOD DR,374041173,4234952650,37404
2333 MCCALLIE AVE,374043258,4234952620,37404
119 BELMONT ST,16052903,NA,16052
55 LAKE AVE N,16550002,5083341000,16550
320 POMFRET ST,62601836,8609286541,62601
2290 W EAU GALLIE BLVD,329353133,3217521006,32935
1401 S CALIFORNIA AVE,606081858,NA,60608
1401 S CALIFORNIA AVE,606081858,7735222467,60608
CALIFORNIA AT 15 ST,606081858,NA,60608
26732 CROWN VALLEY PKWY,926916376,NA,92691
1938 CHARLIE HALL BLVD,294146099,8434020227,29414
1520 OLD TROLLEY RD,294855292,8434020227,29485
6161 S YALE AVE,741361902,9185024720,74136
6600 S YALE AVE,741363316,9184886000,74136
11100 WARNER AVE,927084005,NA,92708
11160 WARNER AVE,927084055,7147517002,92708
300 MEADOWMONT VILLAGE CIR,275177518,9199678052,27517
2100 ERWIN RD,277053941,9196848111,27705
2301 ERWIN RD,277054699,9196819660,27705
2351 ERWIN RD,277054699,9196848111,27705
2351 ERWIN RD,277054699,9196848111,27705
1000 TRENT DR,277100001,9196848111,27710
40 DUKE MEDICINE CIR,277104000,9196848111,27710
11100 EUCLID AVE,441061716,NA,44106
1137 W PENN AVE,195679770,NA,19567
301 S 7TH AVE,196111412,4846288843,19611
6 TH AVE AND SPRUCE ST,196111412,NA,19611
301 S 7TH AVE,196111442,NA,19611
420 S 5TH AVE,196112143,NA,19611
420 S 5TH AVE K BUILDING,196112143,4846285858,19611
420 S 5TH AVE N BLDG GROUND FLOOR,196112143,4846288905,19611
2235 MILLERSPORT HWY,140681219,7162045933,14068
2950 ELMWOOD AVE,142171304,7164476100,14217
1540 MAPLE RD,142213647,7165683600,14221
175 E BROWN ST,183013006,5704206450,18301
181 E BROWN ST,183013006,5704262970,18301
200 E BROWN ST,183013006,NA,18301
175 E BROWN ST,183013098,5704213401,18301
175 E BROWN ST,183013098,5704262810,18301
500 PLAZA CT A,183018262,5704249970,18301
500 PLAZA CT B,183018262,5704218526,18301
500 PLAZA CT,183018262,5704262330,18301
1331 E WYOMING AVE,191243808,2155377450,19124
631 BROADWAY,70023846,9733642682,70023
29 E 29TH ST,70024695,9733642682,70024
111 CENTRAL AVE,71021909,9733642682,71021
268 DR M L KING JR BLVD,71022011,9738775081,71022
2400 W VILLARD AVE,532094901,4145278191,53209
9200 W WISCONSIN AVE,532263522,4148050505,53226
100 BOWMAN DR,80439612,8562473328,80439
100 BOWMAN DR,80439612,8562473954,80439
1561 ROUTE 38 6,80482939,6092672100,80482
90 BRICK RD,80532177,8563556057,80532
175 MADISON AVE,80602038,NA,80602
3409 WORTH ST,752462060,2148232533,75246
600 N SIOUX POINT RD,570495000,NA,57049
520 UPPER CHESAPEAKE DR,210144463,NA,21014
1145 19TH ST NW,200363735,2024292401,20036
7503 SURRATTS RD,207353358,3018688000,20735
7501 SURRATS RD,207353362,3018777353,20735
119 BELMONT ST,16052903,NA,16052
55 LAKE AVE N,16550002,5083341000,16550
418 CLOVERLEAF RD,170229320,7176531467,17022
426 CLOVERLEAF RD,170229320,7175443059,17022
426 CLOVERLEAF RD,170229320,7172991301,17022
2100 HARRISBURG PIKE,176012644,7175443216,17601
2102 HARRISBURG PIKE,176012644,NA,17601
2104 HARRISBURG PIKE,176012644,7175443626,17601
554 N DUKE ST,176022250,7172915863,17602
555 N DUKE ST NEUROSCIENCE SERVICE LINE AD,176022250,7175445008,17602
555 N DUKE ST 1ST FLOOR,176022250,7175603782,17602
119 BELMONT ST,16052903,NA,16052
1201 CREEK WAY DR APT B,774784570,8328864994,77478
80 JESSE HILL JR SEDR,303033031,4046165800,30303
150 S SUNNY SLOPE RD,530054858,2627864550,53005
W180N8045 TOWN HALL RD,530513518,2622511000,53051
10751 FALLS RD,210934517,4105832727,21093
20 PROSPECT AVE,76011962,2014874088,76011
334 W OAKCREST AVE,82251716,6094850808,82251
1000 BLYTHE BLVD,282035812,NA,28203
2001 VAIL AVE,282071248,NA,28207
4539 HEDGEMORE DR,282093237,7043319669,28209
14214 BALLANTYNE LAKE RD,282773373,NA,28277
2200 SPRINGPORT RD,492021432,5172052107,49202
3885 UPHAM ST,800334824,3034259245,80033
7000 COBBLE CRK,325048638,NA,32504
2120 E JOHNSON AVE,325146028,NA,32514
8383 N DAVIS HWY,325146039,NA,32514
102 W HENDERSON ST,756841613,9038340201,75684
11937 US HWY 271,757083154,9038777777,75708
125 E IDAHO ST,837126255,2083380148,83712
1901 W HARRISON ST,606123714,3128646000,60612
2020 W HARRISON ST,606123741,3125724500,60612
4909 W DIVISION ST,606513161,7738548000,60651
525 E 68TH ST,100654870,2127465454,10065
1130 NW 22ND AVE,972102969,5034138988,97210
1015 NW22ND AVE,972103025,5034136376,97210
1015 NW 22ND AVE,972103025,5034137711,97210
2801 N GANTENBEIN AVE,972271623,NA,97227
300 PASTEUR DR,943052200,6507234000,94305
506 MALCOLM X BLVD,100371802,2129393501,10037
C 78 OMEGA DR,197132064,3023682883,19713
2241 PEGGY LANE,750425709,9724941155,75042
9525 GREENVILLE AVE,752434116,9724941155,75243
200 STRAHL ST,370643556,6157911103,37064
4729 N HABANA AVE,336147113,8132518444,33614
2120 W IRONWOOD DR,83814,2086255085,83814
1700 UNIVERSITY AVE W,551043727,6512322273,55104
225 SMITH N AVE,551022592,6512415000,55102
611 N SAINT JOSEPH AVE,544491832,7153871713,54449
1000 N OAK AVE,544495703,7153875111,54449
19 BRADHURST AVE,105322140,9144937235,10532
503 GRASSLANDS RD,105951593,9143670000,10595
10401 W THUNDERBIRD BLVD,853513004,NA,85351
14502 W MEEKER BLVD,853755282,NA,85375
7900 N MILWAUKEE AVE,607143159,8476639400,60714
404 N KEENE ST,652016626,5738759000,65201
400 SYLVAN AVE,76322717,2014085314,76322
260 OLD HOOK RD,76753123,2017413856,76753
4120 LAUREL ST,995085392,9075614362,99508
11211 WAPLES MILL RD,220307406,7032469560,22030
24440 STONE SPRINGS BLVD,201662247,5713494000,20166
23 LAKEWOOD AVE,127012021,8457942010,12701
24123 DEL MONTE DR,913553819,NA,91355
3303 W 144TH AVE,800239464,3034259245,80023
3885 UPHAM ST,800334824,3034259245,80033
1701 S BLVD E,483076124,2482891509,48307
6701 FANNIN ST,770302608,8328241000,77030
2160 S 1ST AVE,601533328,7082169000,60153
1200 EVERETT DR,731045047,4052715211,73104
825 NE 10TH ST,731045417,4052714864,73104
100 E 77TH ST,100751850,2124342140,10075
200 HAWKINS DR,522421009,3193561616,52242
1514 JEFFERSON HWY,701212429,5048423000,70121
1331 E WYOMING AVE,191243808,2155377450,19124
1561 ROUTE 38 6,80482939,6092672100,80482
175 MADISON AVE,80602038,NA,80602
505 PARNASSUS AVE,941432204,4154764029,94143
400 PARNASSUS AVE,941430810,4154761000,94143
330 BROOKLINE AVE,22155491,6177548612,22155
3250 FORDHAM ST,921105339,6195285000,92110
4647 ZION AVE,921202507,6195285000,92120
9455 CLAIREMONT MESA BLVD,921231297,8585731504,92123
4116 LARAMIE ST,820011969,3076349311,82001
4140 LARAMIE ST,820011969,3077781849,82001
2301 HOUSE AVE,820013177,3073387752,82001
1125 N MAIN ST,29045739,4017934491,29045
11660 ALPHARETTA HWY,300763880,7702551069,30076
6335 HOSPITAL PKWY,300975712,6785516970,30097
660 S EUCLID CAMPUS BOX,631101010,3122730500,63110
3409 WORTH ST,752462060,2148232533,75246
600 S PAULINA ST,606123806,3129425865,60612
5601 LOCH RAVEN BLVD,212392945,4434444714,21239
1427 VINE ST,191021031,2157622533,19102
75 FRANCIS ST,21156110,6177325500,21156
60 EVERGREEN PLACE,70182114,NA,70182
1425 PORTLAND AVE,146213001,5859224000,14621
1700 N ROSE AVE,930307640,8053848071,93030
1001 POTRERO AVE,941103518,4154764082,94110
214 MORRISON RD,335114849,8136816474,33511
119 OAKFIELD DR,335115779,8136815551,33511
3100 E FLETCHER AVE,336142630,8139716000,33614
7171 N DALE MABRY HWY,336142630,8139322222,33614
3609 PARK E DR,441224661,2163600456,44122
4940 EASTERN AVE,212242735,NA,21224
5601 LOCH RAVEN BLVD,212392945,4434444714,21239
800 GOODLETTE N RD,341025461,NA,34102
680 2ND AVE N,341025757,2392617711,34102
8300 COLLIER BLVD,341143549,2393546000,34114
6101 PINE RIDGE RD,341193900,2393484000,34119
350 W THOMAS RD,850134409,6024063000,85013
1400 S LAKE PARK AVE,463426791,2199426711,46342
600 S PAULINA ST,606123806,3129425865,60612
717 N BEERS ST,77331525,NA,77331
100 TER HEUN DR,25402503,5087711800,25402
184 TER HEUN DR,25402503,5084574621,25402
39 EDGERTON DR,25562821,5085633925,25562
27 PARK ST,26015230,7745526000,26015
5501 GORDON SMITH DR,750893209,2147038100,75089
